ride_id,travel_date,travel_time,travel_from,car_type,max_capacity,number_of_tickets
7562,16-12-17,7:04,Keroka,Bus,49,1.0
7563,17-12-17,7:09,Homa Bay,Bus,49,36.0
7564,17-12-17,7:13,Migori,Bus,49,23.0
7565,17-12-17,7:08,Migori,Bus,49,1.0
7566,17-12-17,7:12,Migori,Bus,49,37.0
7569,17-12-17,7:14,Rongo,Bus,49,7.0
7573,22-02-18,6:50,Kisii,shuttle,11,9.0
7574,22-02-18,9:20,Kisii,shuttle,11,9.0
7575,22-02-18,8:20,Kisii,shuttle,11,6.0
7576,22-02-18,9:30,Kisii,shuttle,11,1.0
7577,17-12-17,7:10,Homa Bay,Bus,49,10.0
7578,22-02-18,9:10,Kisii,shuttle,11,9.0
7579,17-12-17,7:05,Rongo,Bus,49,12.0
7580,22-02-18,7:06,Kisii,Bus,49,9.0
7581,22-02-18,9:00,Kisii,shuttle,11,7.0
7582,22-02-18,8:50,Kisii,shuttle,11,9.0
7583,22-02-18,8:40,Kisii,shuttle,11,11.0
7584,22-02-18,8:30,Kisii,shuttle,11,6.0
7585,22-02-18,8:10,Kisii,shuttle,11,11.0
7586,22-02-18,8:00,Kisii,shuttle,11,8.0
7587,22-02-18,7:50,Kisii,shuttle,11,9.0
7588,22-02-18,7:30,Kisii,shuttle,11,5.0
7589,22-02-18,7:20,Kisii,shuttle,11,10.0
7590,22-02-18,7:05,Kisii,Bus,49,10.0
7591,22-02-18,7:09,Kisii,shuttle,11,10.0
7592,22-02-18,7:00,Kisii,shuttle,11,11.0
7593,22-02-18,7:04,Kisii,Bus,49,8.0
7595,22-02-18,6:40,Kisii,shuttle,11,10.0
7596,22-02-18,6:30,Kisii,shuttle,11,8.0
7597,22-02-18,7:08,Kisii,Bus,49,7.0
7598,22-02-18,6:20,Kisii,shuttle,11,7.0
7599,22-02-18,6:10,Kisii,shuttle,11,4.0
7600,22-02-18,5:00,Kisii,shuttle,11,1.0
7609,21-02-18,7:06,Kisii,Bus,49,14.0
7610,21-02-18,5:00,Kisii,shuttle,11,2.0
7611,21-02-18,10:40,Kisii,shuttle,11,2.0
7612,21-02-18,10:30,Kisii,shuttle,11,7.0
7613,17-12-17,7:04,Keroka,Bus,49,1.0
7614,21-02-18,10:20,Kisii,shuttle,11,11.0
7615,21-02-18,10:10,Kisii,shuttle,11,11.0
7616,21-02-18,9:50,Kisii,shuttle,11,11.0
7617,21-02-18,10:00,Kisii,shuttle,11,11.0
7618,21-02-18,9:40,Kisii,shuttle,11,11.0
7619,21-02-18,9:30,Kisii,shuttle,11,5.0
7620,21-02-18,9:20,Kisii,shuttle,11,7.0
7621,21-02-18,9:10,Kisii,shuttle,11,8.0
7622,17-12-17,7:06,Kijauri,Bus,49,1.0
7623,21-02-18,9:00,Kisii,shuttle,11,11.0
7624,21-02-18,8:50,Kisii,shuttle,11,11.0
7625,21-02-18,8:40,Kisii,shuttle,11,9.0
7626,21-02-18,8:20,Kisii,shuttle,11,6.0
7627,21-02-18,8:30,Kisii,shuttle,11,10.0
7628,21-02-18,8:10,Kisii,shuttle,11,11.0
7629,17-12-17,7:04,Rongo,Bus,49,11.0
7630,21-02-18,8:00,Kisii,shuttle,11,8.0
7631,21-02-18,7:50,Kisii,shuttle,11,11.0
7632,17-12-17,7:07,Kijauri,Bus,49,5.0
7633,21-02-18,7:04,Kisii,Bus,49,11.0
7634,21-02-18,7:40,Kisii,shuttle,11,10.0
7635,21-02-18,7:30,Kisii,shuttle,11,6.0
7636,21-02-18,7:20,Kisii,shuttle,11,11.0
7637,17-12-17,7:08,Rongo,Bus,49,3.0
7638,17-12-17,6:30,Kijauri,shuttle,11,1.0
7639,17-12-17,7:04,Homa Bay,Bus,49,22.0
7640,17-12-17,7:15,Migori,Bus,49,25.0
7641,17-12-17,6:20,Kijauri,shuttle,11,2.0
7642,17-12-17,6:00,Kijauri,shuttle,11,2.0
7643,21-02-18,7:09,Kisii,shuttle,11,10.0
7644,17-12-17,5:00,Kijauri,shuttle,11,1.0
7646,21-02-18,6:50,Kisii,shuttle,11,4.0
7647,21-02-18,6:40,Kisii,shuttle,11,8.0
7651,21-02-18,6:30,Kisii,shuttle,11,1.0
7652,21-02-18,5:50,Kisii,shuttle,11,1.0
7653,18-12-17,7:12,Migori,Bus,49,36.0
7654,18-12-17,7:13,Migori,Bus,49,23.0
7655,18-12-17,7:02,Kijauri,Bus,49,1.0
7656,18-12-17,7:06,Kijauri,Bus,49,3.0
7657,18-12-17,7:09,Homa Bay,Bus,49,38.0
7659,18-12-17,7:14,Rongo,Bus,49,6.0
7662,18-12-17,7:04,Rongo,Bus,49,9.0
7663,18-12-17,7:04,Keroka,Bus,49,3.0
7666,20-02-18,7:06,Kisii,Bus,49,26.0
7667,20-02-18,9:40,Kisii,shuttle,11,5.0
7668,20-02-18,7:07,Kisii,Bus,49,5.0
7669,20-02-18,9:30,Kisii,shuttle,11,9.0
7670,20-02-18,9:20,Kisii,shuttle,11,9.0
7671,20-02-18,9:10,Kisii,shuttle,11,10.0
7672,20-02-18,7:00,Kisii,shuttle,11,10.0
7673,20-02-18,9:00,Kisii,shuttle,11,9.0
7674,20-02-18,8:50,Kisii,shuttle,11,9.0
7675,20-02-18,8:40,Kisii,shuttle,11,5.0
7676,20-02-18,8:30,Kisii,shuttle,11,5.0
7677,20-02-18,8:20,Kisii,shuttle,11,3.0
7678,20-02-18,8:10,Kisii,shuttle,11,10.0
7679,18-12-17,7:15,Migori,Bus,49,19.0
7680,20-02-18,8:00,Kisii,shuttle,11,8.0
7681,20-02-18,7:50,Kisii,shuttle,11,11.0
7682,20-02-18,7:40,Kisii,shuttle,11,7.0
7684,20-02-18,7:30,Kisii,shuttle,11,10.0
7685,20-02-18,7:04,Kisii,Bus,49,14.0
7686,20-02-18,7:20,Kisii,shuttle,11,5.0
7687,20-02-18,7:09,Kisii,shuttle,11,5.0
7688,20-02-18,7:05,Kisii,Bus,49,2.0
7689,20-02-18,6:50,Kisii,shuttle,11,11.0
7690,20-02-18,6:40,Kisii,shuttle,11,10.0
7691,20-02-18,7:14,Kisii,Bus,49,1.0
7692,20-02-18,6:30,Kisii,shuttle,11,11.0
7693,20-02-18,6:20,Kisii,shuttle,11,3.0
7694,20-02-18,5:10,Kisii,shuttle,11,1.0
7695,20-02-18,5:00,Kisii,shuttle,11,1.0
7698,18-12-17,7:30,Kijauri,shuttle,11,1.0
7704,19-02-18,7:07,Kisii,Bus,49,1.0
7705,19-02-18,7:00,Kisii,shuttle,11,1.0
7706,19-02-18,10:51,Kisii,shuttle,11,1.0
7707,19-02-18,10:50,Kisii,shuttle,11,11.0
7708,19-02-18,10:40,Kisii,shuttle,11,11.0
7709,19-02-18,7:06,Kisii,Bus,49,6.0
7710,19-02-18,10:30,Kisii,shuttle,11,11.0
7711,19-02-18,10:20,Kisii,shuttle,11,10.0
7712,19-02-18,10:10,Kisii,shuttle,11,11.0
7713,19-02-18,10:00,Kisii,shuttle,11,10.0
7714,18-12-17,7:07,Kijauri,Bus,49,2.0
7715,18-12-17,6:10,Kijauri,shuttle,11,4.0
7716,18-12-17,7:04,Homa Bay,Bus,49,16.0
7717,18-12-17,7:11,Homa Bay,Bus,49,5.0
7719,18-12-17,6:20,Kijauri,shuttle,11,2.0
7720,19-02-18,9:50,Kisii,shuttle,11,7.0
7721,19-02-18,9:40,Kisii,shuttle,11,11.0
7722,19-02-18,9:30,Kisii,shuttle,11,11.0
7723,19-02-18,9:20,Kisii,shuttle,11,11.0
7724,18-12-17,7:05,Rongo,Bus,49,1.0
7726,19-02-18,9:10,Kisii,shuttle,11,11.0
7730,19-02-18,9:00,Kisii,shuttle,11,11.0
7731,19-12-17,7:10,Homa Bay,Bus,49,6.0
7732,19-12-17,7:04,Rongo,Bus,49,14.0
7733,19-12-17,7:09,Homa Bay,Bus,49,36.0
7734,19-12-17,7:08,Migori,Bus,49,1.0
7735,19-12-17,7:12,Migori,Bus,49,43.0
7736,19-12-17,7:14,Rongo,Bus,49,16.0
7737,19-12-17,7:00,Rongo,Bus,49,2.0
7738,19-02-18,8:50,Kisii,shuttle,11,11.0
7739,19-02-18,8:40,Kisii,shuttle,11,11.0
7740,19-02-18,8:30,Kisii,shuttle,11,11.0
7741,19-02-18,8:20,Kisii,shuttle,11,11.0
7742,19-02-18,8:10,Kisii,shuttle,11,11.0
7743,19-02-18,19:07,Kisii,Bus,49,8.0
7744,19-02-18,8:00,Kisii,shuttle,11,11.0
7745,19-02-18,7:50,Kisii,shuttle,11,7.0
7746,19-02-18,7:05,Kisii,Bus,49,7.0
7747,19-02-18,7:40,Kisii,shuttle,11,11.0
7748,19-02-18,7:30,Kisii,shuttle,11,11.0
7749,19-02-18,7:02,Kisii,Bus,49,6.0
7750,19-02-18,7:13,Kisii,Bus,49,13.0
7751,19-02-18,7:20,Kisii,shuttle,11,9.0
7752,19-02-18,7:09,Kisii,shuttle,11,2.0
7753,19-02-18,5:50,Kisii,shuttle,11,1.0
7754,19-02-18,5:00,Kisii,shuttle,11,1.0
7759,18-02-18,7:06,Kisii,Bus,49,5.0
7760,18-02-18,7:15,Kisii,Bus,49,1.0
7761,18-02-18,10:56,Kisii,shuttle,11,1.0
7762,18-02-18,10:54,Kisii,shuttle,11,2.0
7763,18-02-18,10:55,Kisii,shuttle,11,6.0
7764,18-02-18,6:00,Kisii,shuttle,11,1.0
7765,18-02-18,10:52,Kisii,shuttle,11,10.0
7766,18-02-18,10:51,Kisii,shuttle,11,9.0
7767,18-02-18,10:53,Kisii,shuttle,11,2.0
7768,18-02-18,10:50,Kisii,shuttle,11,10.0
7769,18-02-18,10:40,Kisii,shuttle,11,11.0
7770,18-02-18,10:30,Kisii,shuttle,11,11.0
7771,18-02-18,10:20,Kisii,shuttle,11,11.0
7772,18-02-18,10:10,Kisii,shuttle,11,6.0
7774,18-02-18,10:00,Kisii,shuttle,11,7.0
7775,18-02-18,9:50,Kisii,shuttle,11,8.0
7776,19-12-17,7:00,Kijauri,shuttle,11,1.0
7777,18-02-18,9:40,Kisii,shuttle,11,11.0
7778,18-02-18,9:30,Kisii,shuttle,11,5.0
7779,18-02-18,9:20,Kisii,shuttle,11,10.0
7780,18-02-18,9:10,Kisii,shuttle,11,8.0
7781,18-02-18,9:00,Kisii,shuttle,11,9.0
7782,19-12-17,7:05,Rongo,Bus,49,9.0
7783,18-02-18,8:50,Kisii,shuttle,11,7.0
7784,19-12-17,7:13,Kijauri,Bus,49,3.0
7785,18-02-18,8:40,Kisii,shuttle,11,7.0
7786,18-02-18,8:30,Kisii,shuttle,11,10.0
7787,18-02-18,19:04,Kisii,Bus,49,21.0
7788,19-12-17,6:20,Kijauri,shuttle,11,2.0
7789,19-12-17,7:15,Migori,Bus,49,16.0
7790,19-12-17,7:04,Homa Bay,Bus,49,21.0
7791,19-12-17,6:10,Kijauri,shuttle,11,1.0
7792,19-12-17,5:50,Kijauri,shuttle,11,3.0
7793,19-12-17,6:00,Kijauri,shuttle,11,3.0
7794,19-12-17,7:11,Homa Bay,Bus,49,3.0
7795,19-12-17,7:09,Rongo,Bus,49,1.0
7801,18-02-18,8:20,Kisii,shuttle,11,4.0
7802,18-02-18,19:07,Kisii,Bus,49,18.0
7803,20-12-17,7:13,Migori,Bus,49,19.0
7804,18-02-18,8:10,Kisii,shuttle,11,6.0
7805,20-12-17,7:08,Migori,Bus,49,10.0
7806,20-12-17,7:12,Migori,Bus,49,35.0
7807,20-12-17,7:09,Homa Bay,Bus,49,35.0
7808,20-12-17,7:10,Homa Bay,Bus,49,20.0
7809,18-02-18,7:12,Kisii,Bus,49,7.0
7810,20-12-17,7:14,Rongo,Bus,49,5.0
7811,20-12-17,7:06,Kijauri,Bus,49,2.0
7812,18-02-18,8:00,Kisii,shuttle,11,11.0
7813,18-02-18,7:14,Kisii,Bus,49,14.0
7814,18-02-18,7:50,Kisii,shuttle,11,10.0
7815,18-02-18,7:40,Kisii,shuttle,11,6.0
7816,20-12-17,7:15,Migori,Bus,49,29.0
7817,18-02-18,7:30,Kisii,shuttle,11,8.0
7818,18-02-18,7:20,Kisii,shuttle,11,10.0
7819,18-02-18,6:50,Kisii,shuttle,11,2.0
7820,18-02-18,7:09,Kisii,shuttle,11,9.0
7821,18-02-18,7:00,Kisii,shuttle,11,4.0
7822,18-02-18,5:00,Kisii,shuttle,11,1.0
7829,17-02-18,7:01,Kisii,Bus,49,1.0
7830,17-02-18,7:08,Kisii,Bus,49,1.0
7831,17-02-18,7:06,Kisii,Bus,49,1.0
7832,17-02-18,9:40,Kisii,shuttle,11,2.0
7833,17-02-18,9:20,Kisii,shuttle,11,1.0
7834,17-02-18,7:07,Kisii,Bus,49,1.0
7835,17-02-18,5:00,Kisii,shuttle,11,1.0
7836,17-02-18,5:40,Kisii,shuttle,11,1.0
7847,16-02-18,7:14,Kisii,Bus,49,6.0
7848,16-02-18,7:06,Kisii,Bus,49,11.0
7849,16-02-18,7:01,Kisii,Bus,49,1.0
7850,16-02-18,5:20,Kisii,shuttle,11,1.0
7851,16-02-18,11:02,Kisii,shuttle,11,4.0
7852,16-02-18,11:01,Kisii,shuttle,11,10.0
7853,16-02-18,11:00,Kisii,shuttle,11,10.0
7854,16-02-18,10:59,Kisii,shuttle,11,11.0
7855,16-02-18,10:58,Kisii,shuttle,11,6.0
7856,16-02-18,10:57,Kisii,shuttle,11,11.0
7857,16-02-18,10:56,Kisii,shuttle,11,10.0
7858,16-02-18,10:55,Kisii,shuttle,11,9.0
7859,16-02-18,10:54,Kisii,shuttle,11,11.0
7860,16-02-18,10:53,Kisii,shuttle,11,7.0
7861,16-02-18,10:52,Kisii,shuttle,11,9.0
7862,16-02-18,10:51,Kisii,shuttle,11,8.0
7863,16-02-18,10:50,Kisii,shuttle,11,11.0
7864,20-12-17,5:00,Keroka,shuttle,11,1.0
7865,16-02-18,10:40,Kisii,shuttle,11,8.0
7866,20-12-17,7:04,Homa Bay,Bus,49,16.0
7868,20-12-17,7:04,Rongo,Bus,49,12.0
7869,20-12-17,5:50,Kijauri,shuttle,11,1.0
7870,20-12-17,6:10,Kijauri,shuttle,11,1.0
7871,16-02-18,10:30,Kisii,shuttle,11,4.0
7872,16-02-18,10:10,Kisii,shuttle,11,9.0
7873,16-02-18,10:20,Kisii,shuttle,11,2.0
7874,16-02-18,10:00,Kisii,shuttle,11,10.0
7875,20-12-17,7:00,Rongo,Bus,49,1.0
7876,20-12-17,7:10,Rongo,Bus,49,1.0
7877,20-12-17,7:05,Rongo,Bus,49,3.0
7878,20-12-17,7:04,Kijauri,Bus,49,1.0
7882,16-02-18,9:50,Kisii,shuttle,11,8.0
7883,16-02-18,9:40,Kisii,shuttle,11,11.0
7885,21-12-17,7:08,Migori,Bus,49,8.0
7886,21-12-17,7:14,Rongo,Bus,49,8.0
7887,21-12-17,7:13,Migori,Bus,49,13.0
7888,21-12-17,7:04,Homa Bay,Bus,49,34.0
7889,21-12-17,7:10,Homa Bay,Bus,49,4.0
7890,21-12-17,7:09,Homa Bay,Bus,49,37.0
7891,21-12-17,7:12,Migori,Bus,49,48.0
7892,16-02-18,9:30,Kisii,shuttle,11,9.0
7893,16-02-18,9:20,Kisii,shuttle,11,10.0
7894,16-02-18,9:10,Kisii,shuttle,11,10.0
7895,21-12-17,7:04,Keroka,Bus,49,3.0
7896,16-02-18,9:00,Kisii,shuttle,11,10.0
7897,16-02-18,8:50,Kisii,shuttle,11,9.0
7898,16-02-18,8:40,Kisii,shuttle,11,10.0
7899,16-02-18,8:30,Kisii,shuttle,11,11.0
7900,16-02-18,8:20,Kisii,shuttle,11,9.0
7901,16-02-18,8:10,Kisii,shuttle,11,11.0
7902,16-02-18,8:00,Kisii,shuttle,11,8.0
7903,16-02-18,7:40,Kisii,shuttle,11,6.0
7904,16-02-18,7:50,Kisii,shuttle,11,10.0
7905,21-12-17,7:15,Migori,Bus,49,40.0
7906,16-02-18,7:30,Kisii,shuttle,11,11.0
7907,16-02-18,7:20,Kisii,shuttle,11,10.0
7908,16-02-18,7:09,Kisii,shuttle,11,6.0
7909,16-02-18,7:00,Kisii,shuttle,11,9.0
7910,16-02-18,6:30,Kisii,shuttle,11,1.0
7911,16-02-18,6:50,Kisii,shuttle,11,1.0
7912,16-02-18,5:10,Kisii,shuttle,11,1.0
7913,16-02-18,5:00,Kisii,shuttle,11,1.0
7914,16-02-18,5:40,Kisii,shuttle,11,1.0
7922,15-02-18,7:06,Kisii,Bus,49,7.0
7923,15-02-18,9:50,Kisii,shuttle,11,1.0
7924,15-02-18,7:20,Kisii,shuttle,11,10.0
7925,15-02-18,9:20,Kisii,shuttle,11,1.0
7926,15-02-18,9:30,Kisii,shuttle,11,1.0
7927,15-02-18,9:10,Kisii,shuttle,11,11.0
7928,15-02-18,7:04,Kisii,Bus,49,1.0
7929,15-02-18,9:00,Kisii,shuttle,11,9.0
7930,15-02-18,8:40,Kisii,shuttle,11,11.0
7931,15-02-18,8:50,Kisii,shuttle,11,7.0
7932,15-02-18,8:30,Kisii,shuttle,11,10.0
7933,15-02-18,8:20,Kisii,shuttle,11,5.0
7934,15-02-18,8:10,Kisii,shuttle,11,7.0
7935,21-12-17,7:06,Kijauri,Bus,49,2.0
7936,15-02-18,8:00,Kisii,shuttle,11,9.0
7937,21-12-17,7:14,Kijauri,Bus,49,1.0
7938,15-02-18,7:50,Kisii,shuttle,11,4.0
7939,15-02-18,7:40,Kisii,shuttle,11,8.0
7940,15-02-18,7:30,Kisii,shuttle,11,10.0
7941,21-12-17,6:40,Kijauri,shuttle,11,1.0
7942,15-02-18,7:09,Kisii,shuttle,11,9.0
7943,15-02-18,7:07,Kisii,Bus,49,16.0
20111,15-02-18,7:09,Kisii,Bus,49,13.0
7944,15-02-18,7:00,Kisii,shuttle,11,9.0
7945,15-02-18,6:50,Kisii,shuttle,11,9.0
7946,15-02-18,6:40,Kisii,shuttle,11,6.0
7947,21-12-17,7:10,Rongo,Bus,49,1.0
7948,21-12-17,7:13,Rongo,Bus,49,5.0
7949,15-02-18,6:30,Kisii,shuttle,11,1.0
7951,21-12-17,7:05,Rongo,Bus,49,4.0
7952,21-12-17,5:40,Kijauri,shuttle,11,2.0
7953,21-12-17,7:09,Rongo,Bus,49,1.0
7954,21-12-17,7:11,Homa Bay,Bus,49,2.0
7957,21-12-17,7:04,Rongo,Bus,49,4.0
7964,22-12-17,7:09,Homa Bay,Bus,49,27.0
7965,22-12-17,7:04,Homa Bay,Bus,49,18.0
7966,22-12-17,7:14,Rongo,Bus,49,8.0
7967,22-12-17,7:12,Migori,Bus,49,19.0
7968,22-12-17,7:06,Kijauri,Bus,49,9.0
7970,22-12-17,7:08,Migori,Bus,49,4.0
7972,22-12-17,7:04,Keroka,Bus,49,3.0
7973,22-12-17,10:00,Keroka,shuttle,11,1.0
7977,14-02-18,7:04,Kisii,Bus,49,2.0
7978,14-02-18,7:06,Kisii,Bus,49,13.0
7979,14-02-18,7:05,Kisii,Bus,49,1.0
7980,14-02-18,7:08,Kisii,Bus,49,1.0
7981,14-02-18,6:00,Kisii,shuttle,11,1.0
7982,14-02-18,10:50,Kisii,shuttle,11,5.0
7983,14-02-18,10:40,Kisii,shuttle,11,11.0
7984,14-02-18,10:30,Kisii,shuttle,11,11.0
7985,14-02-18,10:20,Kisii,shuttle,11,10.0
7986,22-12-17,8:50,Kijauri,shuttle,11,1.0
7987,14-02-18,10:10,Kisii,shuttle,11,11.0
7988,14-02-18,10:00,Kisii,shuttle,11,9.0
7989,14-02-18,7:07,Kisii,Bus,49,16.0
7990,14-02-18,9:50,Kisii,shuttle,11,11.0
7991,14-02-18,9:40,Kisii,shuttle,11,11.0
7992,14-02-18,9:30,Kisii,shuttle,11,9.0
7993,14-02-18,9:20,Kisii,shuttle,11,6.0
7994,14-02-18,9:10,Kisii,shuttle,11,10.0
7995,14-02-18,9:00,Kisii,shuttle,11,9.0
7996,14-02-18,8:50,Kisii,shuttle,11,11.0
7997,14-02-18,8:40,Kisii,shuttle,11,11.0
7998,14-02-18,8:20,Kisii,shuttle,11,11.0
7999,14-02-18,8:30,Kisii,shuttle,11,9.0
8000,14-02-18,8:10,Kisii,shuttle,11,10.0
8001,14-02-18,8:00,Kisii,shuttle,11,7.0
8002,14-02-18,7:50,Kisii,shuttle,11,7.0
8003,14-02-18,7:40,Kisii,shuttle,11,7.0
8004,14-02-18,7:30,Kisii,shuttle,11,6.0
8005,14-02-18,7:12,Kisii,Bus,49,6.0
8006,14-02-18,7:20,Kisii,shuttle,11,5.0
8007,14-02-18,7:09,Kisii,shuttle,11,9.0
8008,14-02-18,7:00,Kisii,shuttle,11,8.0
8009,22-12-17,7:08,Rongo,Bus,49,3.0
8010,22-12-17,7:05,Rongo,Bus,49,12.0
8011,22-12-17,7:15,Migori,Bus,49,12.0
8012,22-12-17,5:40,Kijauri,shuttle,11,2.0
8013,14-02-18,5:00,Kisii,shuttle,11,1.0
8014,22-12-17,7:13,Rongo,Bus,49,1.0
8016,22-12-17,7:04,Rongo,Bus,49,3.0
8027,13-02-18,7:06,Kisii,Bus,49,18.0
8028,23-12-17,7:04,Rongo,Bus,49,8.0
8029,13-02-18,7:08,Kisii,Bus,49,1.0
8030,13-02-18,7:13,Kisii,Bus,49,1.0
8031,23-12-17,7:09,Homa Bay,Bus,49,33.0
8032,23-12-17,7:08,Migori,Bus,49,14.0
8033,13-02-18,10:30,Kisii,shuttle,11,1.0
8034,13-02-18,10:20,Kisii,shuttle,11,11.0
8035,13-02-18,7:05,Kisii,Bus,49,2.0
8036,23-12-17,7:14,Rongo,Bus,49,5.0
8037,23-12-17,7:12,Migori,Bus,49,39.0
8038,23-12-17,7:13,Migori,Bus,49,10.0
8039,13-02-18,10:10,Kisii,shuttle,11,11.0
8041,23-12-17,19:03,Kijauri,Bus,49,2.0
8042,23-12-17,7:07,Kijauri,Bus,49,1.0
8043,23-12-17,7:05,Rongo,Bus,49,2.0
8044,23-12-17,6:30,Kijauri,shuttle,11,4.0
8045,23-12-17,7:04,Keroka,Bus,49,3.0
8046,23-12-17,7:04,Kijauri,Bus,49,1.0
8047,23-12-17,7:04,Homa Bay,Bus,49,11.0
8048,23-12-17,6:10,Kijauri,shuttle,11,2.0
8049,23-12-17,7:15,Migori,Bus,49,7.0
8050,23-12-17,7:06,Kijauri,Bus,49,2.0
8051,23-12-17,5:40,Kijauri,shuttle,11,1.0
8052,23-12-17,5:30,Keroka,shuttle,11,3.0
8053,23-12-17,7:06,Keroka,Bus,49,1.0
8054,23-12-17,5:20,Kijauri,shuttle,11,2.0
8056,13-02-18,10:00,Kisii,shuttle,11,10.0
8060,13-02-18,9:50,Kisii,shuttle,11,11.0
8061,24-12-17,7:09,Homa Bay,Bus,49,18.0
8062,24-12-17,7:14,Rongo,Bus,49,2.0
8063,13-02-18,9:40,Kisii,shuttle,11,6.0
8064,13-02-18,5:00,Kisii,shuttle,11,2.0
8065,24-12-17,7:06,Kijauri,Bus,49,1.0
8066,13-02-18,9:30,Kisii,shuttle,11,10.0
8067,24-12-17,7:04,Rongo,Bus,49,4.0
8068,24-12-17,7:04,Homa Bay,Bus,49,14.0
8069,24-12-17,7:05,Rongo,Bus,49,3.0
8073,13-02-18,9:20,Kisii,shuttle,11,11.0
8076,13-02-18,9:10,Kisii,shuttle,11,11.0
8079,26-12-17,7:06,Keroka,Bus,49,1.0
8080,26-12-17,8:40,Keroka,shuttle,11,1.0
8081,26-12-17,5:40,Kijauri,shuttle,11,1.0
8082,26-12-17,7:06,Kijauri,Bus,49,2.0
8083,26-12-17,7:04,Rongo,Bus,49,1.0
8084,26-12-17,7:08,Rongo,Bus,49,2.0
8085,26-12-17,6:30,Kijauri,shuttle,11,1.0
8087,27-12-17,7:09,Homa Bay,Bus,49,30.0
8088,13-02-18,9:00,Kisii,shuttle,11,6.0
8089,27-12-17,7:15,Migori,Bus,49,48.0
8090,27-12-17,7:08,Migori,Bus,49,49.0
8091,13-02-18,8:50,Kisii,shuttle,11,8.0
8092,27-12-17,7:04,Keroka,Bus,49,1.0
8093,27-12-17,7:00,Migori,Bus,49,47.0
8094,27-12-17,7:12,Migori,Bus,49,47.0
8095,27-12-17,7:13,Migori,Bus,49,47.0
8096,27-12-17,7:04,Homa Bay,Bus,49,8.0
8097,27-12-17,7:06,Kijauri,Bus,49,1.0
8098,27-12-17,7:09,Rongo,Bus,49,2.0
8099,27-12-17,7:04,Rongo,Bus,49,2.0
8100,27-12-17,5:40,Kijauri,shuttle,11,1.0
8101,27-12-17,7:05,Rongo,Bus,49,7.0
8102,27-12-17,19:05,Kijauri,Bus,49,1.0
8103,27-12-17,7:07,Kijauri,Bus,49,2.0
8105,13-02-18,8:40,Kisii,shuttle,11,10.0
8106,13-02-18,8:30,Kisii,shuttle,11,9.0
8109,13-02-18,8:20,Kisii,shuttle,11,11.0
8112,28-12-17,7:09,Homa Bay,Bus,49,26.0
8113,28-12-17,7:08,Migori,Bus,49,24.0
8114,28-12-17,7:15,Migori,Bus,49,31.0
8115,28-12-17,7:12,Migori,Bus,49,19.0
8116,28-12-17,7:04,Keroka,Bus,49,2.0
8117,13-02-18,8:10,Kisii,shuttle,11,9.0
8118,13-02-18,8:00,Kisii,shuttle,11,11.0
8119,13-02-18,7:50,Kisii,shuttle,11,10.0
8120,28-12-17,7:04,Rongo,Bus,49,2.0
8121,13-02-18,7:40,Kisii,shuttle,11,11.0
8122,13-02-18,7:30,Kisii,shuttle,11,11.0
8123,13-02-18,7:20,Kisii,shuttle,11,10.0
8124,13-02-18,7:00,Kisii,shuttle,11,12.0
8125,13-02-18,7:09,Kisii,shuttle,11,7.0
8126,13-02-18,6:50,Kisii,shuttle,11,10.0
20112,13-02-18,7:09,Kisii,Bus,49,11.0
8127,13-02-18,6:40,Kisii,shuttle,11,9.0
8128,13-02-18,6:30,Kisii,shuttle,11,9.0
8129,13-02-18,6:20,Kisii,shuttle,11,11.0
8130,28-12-17,7:05,Rongo,Bus,49,1.0
8131,13-02-18,6:00,Kisii,shuttle,11,1.0
8132,13-02-18,6:10,Kisii,shuttle,11,6.0
8133,28-12-17,19:03,Kijauri,Bus,49,1.0
8136,28-12-17,7:04,Homa Bay,Bus,49,33.0
8137,28-12-17,7:10,Homa Bay,Bus,49,2.0
8138,28-12-17,7:00,Migori,Bus,49,3.0
8148,29-12-17,7:12,Migori,Bus,49,18.0
8149,29-12-17,7:08,Migori,Bus,49,26.0
8150,29-12-17,7:04,Rongo,Bus,49,2.0
8151,29-12-17,7:09,Homa Bay,Bus,49,22.0
8153,12-02-18,7:06,Kisii,Bus,49,9.0
8154,12-02-18,10:51,Kisii,shuttle,11,9.0
8155,12-02-18,10:50,Kisii,shuttle,11,6.0
8156,12-02-18,10:40,Kisii,shuttle,11,4.0
8157,12-02-18,10:30,Kisii,shuttle,11,11.0
8158,12-02-18,10:20,Kisii,shuttle,11,7.0
8159,12-02-18,10:10,Kisii,shuttle,11,10.0
8160,12-02-18,10:00,Kisii,shuttle,11,10.0
8161,12-02-18,9:50,Kisii,shuttle,11,10.0
8162,12-02-18,9:20,Kisii,shuttle,11,6.0
8163,12-02-18,9:40,Kisii,shuttle,11,11.0
8164,12-02-18,9:10,Kisii,shuttle,11,7.0
8165,29-12-17,7:15,Migori,Bus,49,26.0
8166,29-12-17,7:09,Rongo,Bus,49,2.0
8167,12-02-18,9:30,Kisii,shuttle,11,7.0
8168,12-02-18,9:00,Kisii,shuttle,11,11.0
8169,12-02-18,8:00,Kisii,shuttle,11,10.0
8170,12-02-18,8:50,Kisii,shuttle,11,8.0
8171,12-02-18,8:40,Kisii,shuttle,11,7.0
8172,29-12-17,7:05,Rongo,Bus,49,1.0
8173,12-02-18,8:30,Kisii,shuttle,11,11.0
